592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
592,236
62,232
62,232
62,232
67,238
67,238
67,238
67,238
67,238
67,238
67,238
73,247
73,247
73,247
73,247
73,247
73,247
73,247
73,247
73,247
73,247
73,247
73,247
73,247
82,270
83,273
84,276
84,276
87,281
89,283
89,283
89,283
101,287
101,287
101,287
101,287
108,291
111,293
113,294
113,294
119,299
121,302
124,304
125,307
130,311
133,313
135,315
137,316
139,318
142,319
144,320
146,323
147,324
149,325
151,327
151,327
156,332
159,337
161,340
161,340
164,345
166,347
166,347
169,351
170,353
171,355
173,356
173,356
176,360
179,361
181,363
184,364
191,368
191,368
191,368
191,368
191,368
208,378
209,381
213,382
215,383
215,383
223,389
225,390
226,392
227,392
229,393
233,395
234,396
237,397
238,399
240,401
240,401
240,404
242,405
244,408
246,409
247,410
249,409
249,409
253,411
253,412
255,411
255,413
258,414
260,415
262,417
265,419
265,419
265,419
272,421
274,421
276,421
276,421
280,422
282,422
285,422
285,422
289,424
290,424
292,423
295,423
298,422
300,421
303,421
305,420
307,420
310,419
311,419
311,419
316,419
316,419
321,419
323,418
325,417
328,415
331,414
334,412
337,411
340,410
342,409
345,408
347,407
350,407
356,406
359,404
362,403
367,402
371,400
375,399
378,397
382,396
382,396
389,394
394,391
401,389
405,388
409,387
412,386
413,386
417,385
420,384
423,382
426,381
431,379
431,379
438,376
445,373
449,370
452,369
455,367
459,365
460,363
462,361
465,358
466,355
468,353
472,347
474,345
477,341
481,338
483,334
483,334
492,326
496,321
499,318
504,315
508,311
510,309
512,307
516,305
519,304
523,302
530,300
532,297
534,295
539,294
542,292
541,290
542,288
544,287
546,286
547,284
549,283
552,283
554,282
558,279
558,279
562,275
563,272
564,269
566,267
568,265
568,265
570,262
570,262
572,259
574,259
578,258
579,259
581,258
583,258
586,256
586,255
587,253
587,253
588,251
589,251
588,249
591,247
590,246
590,244
591,242
591,242
